trade_date,code,name,source,source_date
2026-08-28,601318,中国平安,akshare,2026-08-29
2026-08-28,601319,中国人保,akshare,2026-08-29
2026-08-28,601328,交通银行,akshare,2026-08-29
2026-08-28,601336,新华保险,akshare,2026-08-29
2026-08-28,601360,三六零,akshare,2026-08-29
2026-08-28,601377,兴业证券,akshare,2026-08-29
2026-08-28,601390,中国中铁,akshare,2026-08-29
2026-08-28,601398,工商银行,akshare,2026-08-29
2026-08-28,601456,国联民生,akshare,2026-08-29
2026-08-28,601600,中国铝业,akshare,2026-08-29
2026-08-28,601601,中国太保,akshare,2026-08-29
2026-08-28,601607,上海医药,akshare,2026-08-29
2026-08-28,601618,中国中冶,akshare,2026-08-29
2026-08-28,601628,中国人寿,akshare,2026-08-29
2026-08-28,601633,长城汽车,akshare,2026-08-29
2026-08-28,601658,邮储银行,akshare,2026-08-29
2026-08-28,601668,中国建筑,akshare,2026-08-29
2026-08-28,601669,中国电建,akshare,2026-08-29
2026-08-28,601688,华泰证券,akshare,2026-08-29
2026-08-28,601689,拓普集团,akshare,2026-08-29
2026-08-28,601698,中国卫通,akshare,2026-08-29
2026-08-28,601727,上海电气,akshare,2026-08-29
2026-08-28,601728,中国电信,akshare,2026-08-29
2026-08-28,601766,中国中车,akshare,2026-08-29
2026-08-28,601788,光大证券,akshare,2026-08-29
2026-08-28,601800,中国交建,akshare,2026-08-29
2026-08-28,601816,京沪高铁,akshare,2026-08-29
2026-08-28,601818,光大银行,akshare,2026-08-29
2026-08-28,601825,沪农商行,akshare,2026-08-29
2026-08-28,601838,成都银行,akshare,2026-08-29
2026-08-28,601857,中国石油,akshare,2026-08-29
2026-08-28,601868,中国能建,akshare,2026-08-29
2026-08-28,601872,招商轮船,akshare,2026-08-29
2026-08-28,601877,正泰电器,akshare,2026-08-29
2026-08-28,601878,浙商证券,akshare,2026-08-29
2026-08-28,601881,中国银河,akshare,2026-08-29
2026-08-28,601888,中国中免,akshare,2026-08-29
2026-08-28,601898,中煤能源,akshare,2026-08-29
2026-08-28,601899,紫金矿业,akshare,2026-08-29
2026-08-28,601901,方正证券,akshare,2026-08-29
2026-08-28,601916,浙商银行,akshare,2026-08-29
2026-08-28,601919,中远海控,akshare,2026-08-29
2026-08-28,601939,建设银行,akshare,2026-08-29
2026-08-28,601985,中国核电,akshare,2026-08-29
2026-08-28,601988,中国银行,akshare,2026-08-29
2026-08-28,601995,中金公司,akshare,2026-08-29
2026-08-28,601998,中信银行,akshare,2026-08-29
2026-08-28,603019,中科曙光,akshare,2026-08-29
2026-08-28,603259,药明康德,akshare,2026-08-29
2026-08-28,603260,合盛硅业,akshare,2026-08-29
2026-08-28,603288,海天味业,akshare,2026-08-29
2026-08-28,603296,华勤技术,akshare,2026-08-29
2026-08-28,603369,今世缘,akshare,2026-08-29
2026-08-28,603392,万泰生物,akshare,2026-08-29
2026-08-28,603501,豪威集团,akshare,2026-08-29
2026-08-28,603799,华友钴业,akshare,2026-08-29
2026-08-28,603893,瑞芯微,akshare,2026-08-29
2026-08-28,603986,兆易创新,akshare,2026-08-29
2026-08-28,603993,洛阳钼业,akshare,2026-08-29
2026-08-28,605117,德业股份,akshare,2026-08-29
2026-08-28,605499,东鹏饮料,akshare,2026-08-29
2026-08-28,688008,澜起科技,akshare,2026-08-29
2026-08-28,688009,中国通号,akshare,2026-08-29
2026-08-28,688012,中微公司,akshare,2026-08-29
2026-08-28,688036,传音控股,akshare,2026-08-29
2026-08-28,688041,海光信息,akshare,2026-08-29
2026-08-28,688047,龙芯中科,akshare,2026-08-29
2026-08-28,688072,拓荆科技,akshare,2026-08-29
2026-08-28,688082,盛美上海,akshare,2026-08-29
2026-08-28,688111,金山办公,akshare,2026-08-29
2026-08-28,688126,沪硅产业,akshare,2026-08-29
2026-08-28,688183,生益电子,akshare,2026-08-29
2026-08-28,688223,晶科能源,akshare,2026-08-29
2026-08-28,688256,寒武纪,akshare,2026-08-29
2026-08-28,688271,联影医疗,akshare,2026-08-29
2026-08-28,688303,大全能源,akshare,2026-08-29
2026-08-28,688396,华润微,akshare,2026-08-29
2026-08-28,688472,阿特斯,akshare,2026-08-29
2026-08-28,688506,百利天恒,akshare,2026-08-29
2026-08-28,688521,芯原股份,akshare,2026-08-29
2026-08-28,688981,中芯国际,akshare,2026-08-29
